альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность
Здравствуйте, дети!, 2004;Понедельник;и;и;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;зацвесть;зацвесть;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;Понедельник;понедельник;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;параллельно;параллельно;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;можно;можно;PRED;;;;настоящее;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;думать;думать;INFN;;;;;;;несовершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;о;о;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;проблеме;проблема;NOUN;женский;единственное;дательный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;День;день;NOUN;мужской;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;без;без;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;денег;деньга;NOUN;женский;множественное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;от;от;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;безделья;безделье;NOUN;средний;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;ловко;ловко;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;убиваешь;убивать;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;время;время;NOUN;средний;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;Скатерть;скатерть;NOUN;женский;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;стелишь;стелить;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;не;не;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;лопнуло;лопнуть;VERB;средний;единственное;;прошедшее;;изъявительное;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;бы;бы;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;счастье;счастие;NOUN;средний;единственное;именительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;ставишь;ставить;VERB;;единственное;;настоящее;2;изъявительное;несовершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;снасти;снасть;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;А;а;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;вдруг;вдруг;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;поймаешь;поймать;VERB;;единственное;;будущее;2;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;вдруг;вдруг;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;поймешь;понять;VERB;;единственное;;будущее;2;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;а;а;CONJ;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;вдруг;вдруг;ADVB;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;порвешь;порвать;VERB;;единственное;;будущее;2;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;все;всё;PRCL;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;староЕсли;староести;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;переходный
Здравствуйте, дети!, 2004;Понедельник;Влезть;влезть;INFN;;;;;;;совершенный;;;;;непереходный
Здравствуйте, дети!, 2004;Понедельник;на;на;PREP;;;;;;;;;;;;
Здравствуйте, дети!, 2004;Понедельник;крышу;крыша;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;
Здравствуйте, дети!, 2004;Понедельник;видеть;видеть;INFN;;;;;;;несовершенный;;;;;переходный
