альбом;название_песни;слово;лемма;часть_речи;род;число;падеж;время;лицо;наклонение;вид;залог;степень;возвратность;одушевленность;переходность;имена_собственные;таксономия;подтема_инструментов;таксономия_прилагательных
Курара, 2006;На память;гоним;гонимый;ADJS;мужской;единственное;;;;;;;;;;;;;;
Курара, 2006;На память;Ловим;ловить;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;переходный;;;;
Курара, 2006;На память;ртом;рот;NOUN;мужской;единственное;творительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;посылки;посылка;NOUN;женский;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;сверху;сверху;ADVB;;;;;;;;;;;;;;;;
Курара, 2006;На память;роем;рой;NOUN;мужской;единственное;творительный;;;;;;;;одушевлённое;;;;;
Курара, 2006;На память;в;в;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;пол;пол;NOUN;мужской;единственное;именительный;;;;;;;;одушевлённое;;;;;
Курара, 2006;На память;молитвы-песни;молитва-песня;NOUN;женский;множественное;винительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;Жить;жить;INFN;;;;;;;несовершенный;;;;;непереходный;;;;
Курара, 2006;На память;в;в;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;кольце;кольцо;NOUN;средний;единственное;предложный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;не;не;PRCL;;;;;;;;;;;;;;;;
Курара, 2006;На память;интересно;интересно;ADVB;;;;;;;;;;;;;;;;
Курара, 2006;На память;тесно;тесно;ADVB;;;;;;;;;;;;;;;;
Курара, 2006;На память;Мир;мир;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;валится;валиться;VERB;;единственное;;настоящее;3;изъявительное;несовершенный;;;;;непереходный;;;;
Курара, 2006;На память;на;на;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;пазлы;пазл;NOUN;мужской;множественное;именительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;мы;мы;NPRO;;множественное;именительный;;1;;;;;;;;;;;
Курара, 2006;На память;катимся;катиться;VERB;;множественное;;настоящее;1;изъявительное;несовершенный;;;;;непереходный;;;;
Курара, 2006;На память;за;за;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;сказкой;сказка;NOUN;женский;единственное;творительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;Краски;краска;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;выцветут;выцвести;VERB;;множественное;;будущее;3;изъявительное;совершенный;;;;;непереходный;;;;
Курара, 2006;На память;книги;книга;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;выдадут;выдать;VERB;;множественное;;будущее;3;изъявительное;совершенный;;;;;переходный;;;;
Курара, 2006;На память;в;в;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;тираж;тираж;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;Не;не;PRCL;;;;;;;;;;;;;;;;
Курара, 2006;На память;с;с;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;нами;мы;NPRO;;множественное;творительный;;1;;;;;;;;;;;
Курара, 2006;На память;на;на;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;память;память;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;Спали;спасть;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Курара, 2006;На память;не;не;PRCL;;;;;;;;;;;;;;;;
Курара, 2006;На память;спали;спасть;VERB;;множественное;;прошедшее;;изъявительное;совершенный;;;;;непереходный;;;;
Курара, 2006;На память;жили;жить;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный;;;;
Курара, 2006;На память;не;не;PRCL;;;;;;;;;;;;;;;;
Курара, 2006;На память;жили;жить;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;непереходный;;;;
Курара, 2006;На память;а;а;CONJ;;;;;;;;;;;;;;;;
Курара, 2006;На память;все-таки;всё-таки;PRCL;;;;;;;;;;;;;;;;
Курара, 2006;На память;живы;живой;ADJS;;множественное;;;;;;;;;;;;;;
Курара, 2006;На память;мы;мы;NPRO;;множественное;именительный;;1;;;;;;;;;;;
Курара, 2006;На память;живы;живой;ADJS;;множественное;;;;;;;;;;;;;;
Курара, 2006;На память;Источник;источник;NOUN;мужской;единственное;именительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;txtsong;txtsong;;;;;;;;;;;;;;;;;
Курара, 2006;На память;ru;ru;;;;;;;;;;;;;;;;;
Курара, 2006;На память;Встречи-спирали;встреча-спираль;NOUN;женский;единственное;родительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;память;память;NOUN;женский;единственное;винительный;;;;;;;;неодушевлённое;;;;;
Курара, 2006;На память;стирали;стирать;VERB;;множественное;;прошедшее;;изъявительное;несовершенный;;;;;переходный;;;;
Курара, 2006;На память;а;а;CONJ;;;;;;;;;;;;;;;;
Курара, 2006;На память;всё-таки;всё-таки;PRCL;;;;;;;;;;;;;;;;
Курара, 2006;На память;мимо;мимо;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;мимо;мимо;PREP;;;;;;;;;;;;;;;;
Курара, 2006;На память;Мы;мы;NPRO;;множественное;именительный;;1;;;;;;;;;;;
